Payment_ID,Invoice_ID,Date,Amount,Payment_Method
PAY_0486,INV_0486,2026-08-05,15686.02,Wallet
PAY_0487,INV_0487,2026-08-18,68086.35,UPI
PAY_0489,INV_0489,2026-08-20,-72940.71,Wallet
PAY_0490,INV_0490,2026-08-01,38616.09,UPI
PAY_0491,INV_0491,2026-08-19,64315.82,Card
PAY_0492,INV_0492,2026-08-05,36045.81,Wallet
PAY_0493,INV_0493,2026-08-06,54627.22,NetBanking
PAY_0494,INV_0494,2026-08-16,93636.93,NetBanking
PAY_0495,INV_0495,2026-08-08,86712.83,Card
PAY_0496,INV_0496,2026-08-15,17891.6,UPI
PAY_0497,INV_0497,2026-08-13,43141.56,Wallet
PAY_0498,INV_0498,2026-08-11,54172.08,Card
PAY_0499,INV_0499,2026-08-10,41846.56,Wallet
PAY_0500,INV_0500,2026-08-11,25813.14,NetBanking
