Invoice_ID,Date,Base_Amount,GST_Amount,Total_Amount,Merchant_ID,should_match,exception_type,expected_match_confidence
INV_0288,2026-08-16,39897.96,7181.63,47079.59,MERCHANT_009,True,none,1.0
INV_0289,2026-08-03,74072.73,13333.09,87405.82,MERCHANT_002,True,none,1.0
INV_0290,2026-08-20,99534.33,17916.18,117450.51,MERCHANT_003,True,none,1.0
INV_0291,2026-08-11,14746.8,2654.42,17401.22,MERCHANT_006,True,none,1.0
INV_0292,2026-08-10,47362.0,8525.16,55887.16,MERCHANT_007,True,none,1.0
INV_0293,2026-08-15,38396.96,6911.45,45308.41,MERCHANT_001,True,none,1.0
INV_0294,2026-08-20,99824.31,17968.38,117792.69,MERCHANT_005,False,amount_mismatch,0.85
INV_0295,2026-08-21,43589.97,7846.19,51436.16,MERCHANT_009,True,none,1.0
INV_0296,2026-08-01,18564.05,3341.53,21905.58,MERCHANT_010,True,none,1.0
INV_0297,2026-08-02,16991.85,3058.53,20050.38,MERCHANT_004,False,amount_mismatch,0.85
INV_0298,2026-08-19,8076.61,1453.79,9530.4,MERCHANT_003,True,timing_difference,0.9
INV_0299,2026-08-15,77493.02,13948.74,91441.76,MERCHANT_010,True,none,1.0
INV_0300,2026-08-17,39860.25,7174.84,47035.09,MERCHANT_006,True,none,1.0
INV_0301,2026-08-08,96249.4,17324.89,113574.29,MERCHANT_001,True,none,1.0
INV_0302,2026-08-16,54185.8,9753.44,63939.24,MERCHANT_009,True,none,1.0
INV_0303,2026-08-09,78621.63,14151.89,92773.52,MERCHANT_008,True,timing_difference,0.9
INV_0304,2026-08-16,24016.94,4323.05,28339.99,MERCHANT_003,True,timing_difference,0.9
INV_0305,2026-08-15,99739.93,17953.19,117693.12,MERCHANT_006,True,none,1.0
INV_0306,2026-08-03,57249.73,10304.95,67554.68,MERCHANT_005,True,none,1.0
INV_0307,2026-08-06,72621.86,13071.93,85693.79,MERCHANT_003,True,none,1.0
INV_0308,2026-08-17,26302.95,4734.53,31037.48,MERCHANT_004,True,none,1.0
INV_0309,2026-08-08,80085.44,14415.38,94500.82,MERCHANT_001,True,none,1.0
INV_0310,2026-08-18,59366.35,10685.94,70052.29,MERCHANT_008,True,none,1.0
INV_0311,2026-08-20,89003.41,16020.61,105024.02,MERCHANT_002,True,none,1.0
INV_0312,2026-08-13,99961.53,17993.08,117954.61,MERCHANT_008,True,none,1.0
INV_0313,2026-08-14,83217.24,14979.1,98196.34,MERCHANT_002,True,none,1.0
INV_0314,2026-08-11,66022.17,11883.99,77906.16,MERCHANT_008,True,timing_difference,0.9
INV_0315,2026-08-05,88406.21,15913.12,104319.33,MERCHANT_009,False,duplicate,0.0
INV_0315,2026-08-05,88406.21,15913.12,104319.33,MERCHANT_009,False,duplicate,0.0
INV_0316,2026-08-05,46098.74,8297.77,54396.51,MERCHANT_001,False,amount_mismatch,0.85
INV_0317,2026-08-10,20642.42,3715.64,24358.06,MERCHANT_006,True,none,1.0
INV_0318,2026-08-12,95010.9,17101.96,112112.86,MERCHANT_009,True,none,1.0
INV_0319,2026-08-03,28807.5,5185.35,33992.85,MERCHANT_009,True,none,1.0
INV_0320,2026-08-05,64377.12,11587.88,75965.0,MERCHANT_010,True,none,1.0
INV_0321,2026-08-17,65893.81,11860.89,77754.7,MERCHANT_010,True,none,1.0
INV_0322,2026-08-06,67579.62,12164.33,79743.95,MERCHANT_010,True,none,1.0
INV_0323,2026-08-19,8913.46,1604.42,10517.88,MERCHANT_001,False,missing_settlement,0.0
INV_0324,2026-08-02,95111.95,17120.15,112232.1,MERCHANT_010,True,none,1.0
INV_0325,2026-08-21,25026.8,4504.82,29531.62,MERCHANT_010,False,missing_payment,0.0
INV_0326,2026-08-20,65704.16,11826.75,77530.91,MERCHANT_008,True,none,1.0
INV_0327,2026-08-21,95881.77,17258.72,113140.49,MERCHANT_008,True,none,1.0
INV_0328,2026-08-13,33256.22,5986.12,39242.34,MERCHANT_002,False,missing_settlement,0.0
INV_0329,2026-08-06,-46762.52,-8417.25,-55179.77,MERCHANT_008,True,refund,0.95
INV_0330,2026-08-07,37318.29,6717.29,44035.58,MERCHANT_003,False,missing_payment,0.0
INV_0331,2026-08-11,74748.98,13454.82,88203.8,MERCHANT_006,True,timing_difference,0.9
INV_0332,2026-08-17,58356.87,10504.24,68861.11,MERCHANT_006,False,amount_mismatch,0.85
INV_0333,2026-08-09,47711.62,8588.09,56299.71,MERCHANT_003,False,missing_settlement,0.0
INV_0334,2026-08-02,32570.14,5862.63,38432.77,MERCHANT_007,True,none,1.0
INV_0335,2026-08-08,96455.16,17361.93,113817.09,MERCHANT_003,True,none,1.0
INV_0336,2026-08-19,73507.2,13231.3,86738.5,MERCHANT_004,True,none,1.0
INV_0337,2026-08-16,99617.09,17931.08,117548.17,MERCHANT_008,True,none,1.0
INV_0338,2026-08-10,52250.18,9405.03,61655.21,MERCHANT_002,True,none,1.0
INV_0339,2026-08-17,48436.91,8718.64,57155.55,MERCHANT_004,True,none,1.0
INV_0340,2026-08-19,38525.03,6934.51,45459.54,MERCHANT_001,False,amount_mismatch,0.85
INV_0341,2026-08-21,68889.46,12400.1,81289.56,MERCHANT_005,True,none,1.0
INV_0342,2026-08-04,45938.14,8268.87,54207.01,MERCHANT_005,True,none,1.0
INV_0343,2026-08-13,39764.05,7157.53,46921.58,MERCHANT_007,True,none,1.0
INV_0344,2026-08-19,58372.6,10507.07,68879.67,MERCHANT_006,True,none,1.0
INV_0345,2026-08-03,-41703.14,-7506.57,-49209.71,MERCHANT_008,True,refund,0.95
INV_0346,2026-08-20,69637.87,12534.82,82172.69,MERCHANT_002,False,missing_payment,0.0
INV_0347,2026-08-04,42420.85,7635.75,50056.6,MERCHANT_006,False,missing_settlement,0.0
INV_0348,2026-08-05,23910.5,4303.89,28214.39,MERCHANT_009,True,none,1.0
INV_0349,2026-08-17,8824.22,1588.36,10412.58,MERCHANT_001,True,none,1.0
INV_0350,2026-08-11,81376.76,14647.82,96024.58,MERCHANT_009,True,none,1.0
INV_0351,2026-08-05,62594.75,11267.06,73861.81,MERCHANT_009,True,none,1.0
INV_0352,2026-08-11,93480.03,16826.41,110306.44,MERCHANT_006,True,none,1.0
INV_0353,2026-08-13,99108.5,17839.53,116948.03,MERCHANT_005,True,none,1.0
INV_0354,2026-08-17,83687.49,15063.75,98751.24,MERCHANT_009,True,none,1.0
INV_0355,2026-08-19,33480.1,6026.42,39506.52,MERCHANT_001,False,amount_mismatch,0.85
INV_0356,2026-08-04,98090.31,17656.26,115746.57,MERCHANT_010,False,missing_settlement,0.0
INV_0357,2026-08-21,7531.48,1355.67,8887.15,MERCHANT_008,True,none,1.0
INV_0358,2026-08-21,79375.88,14287.66,93663.54,MERCHANT_010,True,none,1.0
INV_0359,2026-08-02,60434.71,10878.25,71312.96,MERCHANT_003,True,none,1.0
INV_0360,2026-08-05,83057.82,14950.41,98008.23,MERCHANT_004,True,none,1.0
INV_0361,2026-08-19,95079.49,17114.31,112193.8,MERCHANT_002,True,none,1.0
INV_0362,2026-08-01,46898.66,8441.76,55340.42,MERCHANT_007,True,none,1.0
INV_0363,2026-08-14,70597.52,12707.55,83305.07,MERCHANT_007,False,duplicate,0.0
INV_0363,2026-08-14,70597.52,12707.55,83305.07,MERCHANT_007,False,duplicate,0.0
INV_0364,2026-08-02,72048.65,12968.76,85017.41,MERCHANT_009,True,none,1.0
INV_0365,2026-08-18,-35879.71,-6458.35,-42338.06,MERCHANT_008,True,refund,0.95
INV_0366,2026-08-11,95885.12,17259.32,113144.44,MERCHANT_008,False,missing_settlement,0.0
INV_0367,2026-08-18,38657.26,6958.31,45615.57,MERCHANT_005,True,none,1.0
INV_0368,2026-08-07,95947.05,17270.47,113217.52,MERCHANT_005,True,none,1.0
INV_0369,2026-08-08,94441.13,16999.4,111440.53,MERCHANT_005,True,timing_difference,0.9
INV_0370,2026-08-16,35118.87,6321.4,41440.27,MERCHANT_006,True,none,1.0
INV_0371,2026-08-10,16578.04,2984.05,19562.09,MERCHANT_009,True,none,1.0
INV_0372,2026-08-13,82745.86,14894.25,97640.11,MERCHANT_003,True,timing_difference,0.9
INV_0373,2026-08-03,37904.53,6822.82,44727.35,MERCHANT_008,True,timing_difference,0.9
INV_0374,2026-08-07,83655.41,15057.97,98713.38,MERCHANT_005,True,timing_difference,0.9
INV_0375,2026-08-20,75384.64,13569.24,88953.88,MERCHANT_004,True,timing_difference,0.9
INV_0376,2026-08-17,26438.81,4758.99,31197.8,MERCHANT_004,True,none,1.0
INV_0377,2026-08-04,44263.63,7967.45,52231.08,MERCHANT_008,True,none,1.0
INV_0378,2026-08-05,5492.24,988.6,6480.84,MERCHANT_009,True,none,1.0
INV_0379,2026-08-14,67024.82,12064.47,79089.29,MERCHANT_008,True,none,1.0
INV_0380,2026-08-21,23948.32,4310.7,28259.02,MERCHANT_005,True,none,1.0
INV_0381,2026-08-10,66360.3,11944.85,78305.15,MERCHANT_002,True,none,1.0
INV_0382,2026-08-18,-75175.22,-13531.54,-88706.76,MERCHANT_001,True,refund,0.95
INV_0383,2026-08-14,88813.27,15986.39,104799.66,MERCHANT_003,True,none,1.0
INV_0384,2026-08-13,79856.26,14374.13,94230.39,MERCHANT_003,True,none,1.0
INV_0385,2026-08-02,5880.38,1058.47,6938.85,MERCHANT_010,True,none,1.0
INV_0386,2026-08-11,32033.36,5766.0,37799.36,MERCHANT_009,True,timing_difference,0.9
INV_0387,2026-08-15,30919.52,5565.51,36485.03,MERCHANT_002,False,duplicate,0.0
INV_0387,2026-08-15,30919.52,5565.51,36485.03,MERCHANT_002,False,duplicate,0.0
INV_0388,2026-08-06,74456.33,13402.14,87858.47,MERCHANT_005,True,none,1.0
INV_0389,2026-08-01,74978.7,13496.17,88474.87,MERCHANT_005,True,timing_difference,0.9
INV_0390,2026-08-21,-90219.06,-16239.43,-106458.49,MERCHANT_007,True,refund,0.95
INV_0391,2026-08-03,43079.16,7754.25,50833.41,MERCHANT_002,True,none,1.0
INV_0392,2026-08-05,50358.14,9064.47,59422.61,MERCHANT_004,False,missing_payment,0.0
INV_0393,2026-08-09,41439.57,7459.12,48898.69,MERCHANT_008,True,none,1.0
INV_0394,2026-08-11,33684.85,6063.27,39748.12,MERCHANT_010,False,amount_mismatch,0.85
INV_0395,2026-08-12,-70813.02,-12746.34,-83559.36,MERCHANT_001,True,refund,0.95
INV_0396,2026-08-15,34146.6,6146.39,40292.99,MERCHANT_007,False,missing_settlement,0.0
INV_0397,2026-08-04,65677.58,11821.96,77499.54,MERCHANT_005,True,none,1.0
INV_0398,2026-08-20,25980.68,4676.52,30657.2,MERCHANT_003,True,none,1.0
INV_0399,2026-08-05,48222.97,8680.13,56903.1,MERCHANT_010,False,amount_mismatch,0.85
INV_0400,2026-08-18,91715.7,16508.83,108224.53,MERCHANT_009,True,none,1.0
INV_0401,2026-08-08,69632.48,12533.85,82166.33,MERCHANT_010,True,none,1.0
INV_0402,2026-08-17,47441.06,8539.39,55980.45,MERCHANT_006,True,timing_difference,0.9
INV_0403,2026-08-02,83733.54,15072.04,98805.58,MERCHANT_009,True,timing_difference,0.9
INV_0404,2026-08-05,20631.03,3713.59,24344.62,MERCHANT_009,False,duplicate,0.0
INV_0404,2026-08-05,20631.03,3713.59,24344.62,MERCHANT_009,False,duplicate,0.0
INV_0405,2026-08-04,69628.05,12533.05,82161.1,MERCHANT_010,True,none,1.0
INV_0406,2026-08-03,90394.49,16271.01,106665.5,MERCHANT_008,True,timing_difference,0.9
INV_0407,2026-08-17,44465.33,8003.76,52469.09,MERCHANT_010,True,none,1.0
INV_0408,2026-08-18,48925.94,8806.67,57732.61,MERCHANT_005,True,none,1.0
INV_0409,2026-08-13,29173.44,5251.22,34424.66,MERCHANT_001,True,none,1.0
INV_0410,2026-08-19,11937.8,2148.8,14086.6,MERCHANT_007,True,none,1.0
INV_0411,2026-08-03,56410.53,10153.9,66564.43,MERCHANT_001,True,none,1.0
INV_0412,2026-08-16,8014.81,1442.67,9457.48,MERCHANT_007,True,timing_difference,0.9
INV_0413,2026-08-21,96559.34,17380.68,113940.02,MERCHANT_006,True,none,1.0
INV_0414,2026-08-15,87613.93,15770.51,103384.44,MERCHANT_007,False,missing_payment,0.0
INV_0415,2026-08-03,69859.38,12574.69,82434.07,MERCHANT_009,False,missing_settlement,0.0
INV_0416,2026-08-21,86727.23,15610.9,102338.13,MERCHANT_002,True,none,1.0
INV_0417,2026-08-18,42340.57,7621.3,49961.87,MERCHANT_003,False,duplicate,0.0
INV_0417,2026-08-18,42340.57,7621.3,49961.87,MERCHANT_003,False,duplicate,0.0
INV_0418,2026-08-01,76837.04,13830.67,90667.71,MERCHANT_005,False,missing_settlement,0.0
INV_0419,2026-08-18,45292.16,8152.59,53444.75,MERCHANT_007,True,none,1.0
INV_0420,2026-08-08,48759.4,8776.69,57536.09,MERCHANT_003,False,amount_mismatch,0.85
INV_0421,2026-08-04,8060.64,1450.92,9511.56,MERCHANT_007,True,none,1.0
INV_0422,2026-08-08,24577.75,4423.99,29001.74,MERCHANT_002,True,timing_difference,0.9
INV_0423,2026-08-02,28249.74,5084.95,33334.69,MERCHANT_001,True,none,1.0
INV_0424,2026-08-15,27262.23,4907.2,32169.43,MERCHANT_004,True,none,1.0
INV_0425,2026-08-05,52870.11,9516.62,62386.73,MERCHANT_005,True,timing_difference,0.9
INV_0426,2026-08-19,61802.18,11124.39,72926.57,MERCHANT_006,True,none,1.0
INV_0427,2026-08-10,88244.54,15884.02,104128.56,MERCHANT_009,True,none,1.0
INV_0428,2026-08-14,33547.59,6038.57,39586.16,MERCHANT_001,True,none,1.0
INV_0429,2026-08-21,69481.26,12506.63,81987.89,MERCHANT_009,True,none,1.0
INV_0430,2026-08-02,97367.57,17526.16,114893.73,MERCHANT_007,True,none,1.0
INV_0431,2026-08-14,43784.62,7881.23,51665.85,MERCHANT_005,False,amount_mismatch,0.85
INV_0432,2026-08-18,49984.29,8997.17,58981.46,MERCHANT_004,True,none,1.0
INV_0433,2026-08-05,81548.74,14678.77,96227.51,MERCHANT_001,True,none,1.0
INV_0434,2026-08-14,57942.24,10429.6,68371.84,MERCHANT_003,True,none,1.0
INV_0435,2026-08-08,29224.59,5260.43,34485.02,MERCHANT_006,True,none,1.0
INV_0436,2026-08-15,85477.67,15385.98,100863.65,MERCHANT_002,True,none,1.0
INV_0437,2026-08-02,30503.85,5490.69,35994.54,MERCHANT_010,True,none,1.0
INV_0438,2026-08-03,22875.51,4117.59,26993.1,MERCHANT_010,True,none,1.0
INV_0439,2026-08-16,24844.46,4472.0,29316.46,MERCHANT_006,True,timing_difference,0.9
INV_0440,2026-08-07,96397.37,17351.53,113748.9,MERCHANT_002,True,none,1.0
INV_0441,2026-08-08,71084.5,12795.21,83879.71,MERCHANT_004,False,amount_mismatch,0.85
INV_0442,2026-08-18,35553.43,6399.62,41953.05,MERCHANT_005,True,none,1.0
INV_0443,2026-08-15,55696.76,10025.42,65722.18,MERCHANT_006,True,none,1.0
INV_0444,2026-08-09,39166.24,7049.92,46216.16,MERCHANT_008,True,none,1.0
INV_0445,2026-08-04,81267.58,14628.16,95895.74,MERCHANT_008,False,missing_settlement,0.0
INV_0446,2026-08-07,40216.97,7239.05,47456.02,MERCHANT_007,True,none,1.0
INV_0447,2026-08-19,87088.06,15675.85,102763.91,MERCHANT_003,True,none,1.0
INV_0448,2026-08-09,57564.6,10361.63,67926.23,MERCHANT_010,True,none,1.0
INV_0449,2026-08-10,-19479.08,-3506.23,-22985.31,MERCHANT_006,True,refund,0.95
INV_0450,2026-08-13,-59130.0,-10643.4,-69773.4,MERCHANT_004,True,refund,0.95
INV_0451,2026-08-18,67187.76,12093.8,79281.56,MERCHANT_006,True,none,1.0
INV_0452,2026-08-16,96818.29,17427.29,114245.58,MERCHANT_008,False,amount_mismatch,0.85
INV_0453,2026-08-12,21080.24,3794.44,24874.68,MERCHANT_009,True,none,1.0
INV_0454,2026-08-06,92105.44,16578.98,108684.42,MERCHANT_009,True,none,1.0
INV_0455,2026-08-17,8213.26,1478.39,9691.65,MERCHANT_002,False,missing_payment,0.0
INV_0456,2026-08-01,44177.26,7951.91,52129.17,MERCHANT_004,True,none,1.0
INV_0457,2026-08-05,-5868.44,-1056.32,-6924.76,MERCHANT_009,True,refund,0.95
INV_0458,2026-08-12,10742.76,1933.7,12676.46,MERCHANT_010,True,timing_difference,0.9
INV_0459,2026-08-01,55560.19,10000.83,65561.02,MERCHANT_007,True,none,1.0
INV_0460,2026-08-01,55294.68,9953.04,65247.72,MERCHANT_005,False,amount_mismatch,0.85
INV_0461,2026-08-14,81585.93,14685.47,96271.4,MERCHANT_003,False,amount_mismatch,0.85
INV_0462,2026-08-17,19145.26,3446.15,22591.41,MERCHANT_004,True,none,1.0
INV_0463,2026-08-12,30395.85,5471.25,35867.1,MERCHANT_007,False,missing_settlement,0.0
INV_0464,2026-08-12,96133.29,17303.99,113437.28,MERCHANT_008,False,amount_mismatch,0.85
INV_0465,2026-08-08,33497.59,6029.57,39527.16,MERCHANT_002,True,none,1.0
INV_0466,2026-08-03,43501.44,7830.26,51331.7,MERCHANT_007,True,none,1.0
INV_0467,2026-08-02,65491.07,11788.39,77279.46,MERCHANT_003,True,none,1.0
INV_0468,2026-08-16,85306.33,15355.14,100661.47,MERCHANT_006,True,none,1.0
INV_0469,2026-08-17,92319.46,16617.5,108936.96,MERCHANT_004,True,none,1.0
INV_0470,2026-08-19,-50172.53,-9031.06,-59203.59,MERCHANT_001,True,refund,0.95
INV_0471,2026-08-09,90434.61,16278.23,106712.84,MERCHANT_010,True,timing_difference,0.9
INV_0472,2026-08-01,96339.57,17341.12,113680.69,MERCHANT_010,True,timing_difference,0.9
INV_0473,2026-08-10,20432.77,3677.9,24110.67,MERCHANT_004,True,timing_difference,0.9
INV_0474,2026-08-13,76782.88,13820.92,90603.8,MERCHANT_003,True,none,1.0
INV_0475,2026-08-17,75818.37,13647.31,89465.68,MERCHANT_006,True,none,1.0
INV_0476,2026-08-04,46523.38,8374.21,54897.59,MERCHANT_002,True,none,1.0
INV_0477,2026-08-20,78055.54,14050.0,92105.54,MERCHANT_010,True,none,1.0
INV_0478,2026-08-11,7814.44,1406.6,9221.04,MERCHANT_005,True,none,1.0
INV_0479,2026-08-16,26673.15,4801.17,31474.32,MERCHANT_009,True,none,1.0
INV_0480,2026-08-14,22645.1,4076.12,26721.22,MERCHANT_010,True,none,1.0
INV_0481,2026-08-03,78355.9,14104.06,92459.96,MERCHANT_005,True,none,1.0
INV_0482,2026-08-03,12793.61,2302.85,15096.46,MERCHANT_003,True,none,1.0
INV_0483,2026-08-21,19656.3,3538.13,23194.43,MERCHANT_007,True,none,1.0
INV_0484,2026-08-12,15122.34,2722.02,17844.36,MERCHANT_001,True,none,1.0
INV_0485,2026-08-15,39192.16,7054.59,46246.75,MERCHANT_005,True,none,1.0
INV_0486,2026-08-05,13293.24,2392.78,15686.02,MERCHANT_007,True,none,1.0
INV_0487,2026-08-18,57700.3,10386.05,68086.35,MERCHANT_007,True,none,1.0
INV_0488,2026-08-01,13513.79,2432.48,15946.27,MERCHANT_009,False,missing_payment,0.0
INV_0489,2026-08-20,-61814.16,-11126.55,-72940.71,MERCHANT_006,True,refund,0.95
INV_0490,2026-08-01,32725.5,5890.59,38616.09,MERCHANT_007,True,timing_difference,0.9
INV_0491,2026-08-19,54504.93,9810.89,64315.82,MERCHANT_007,True,none,1.0
INV_0492,2026-08-05,30547.3,5498.51,36045.81,MERCHANT_005,True,timing_difference,0.9
INV_0493,2026-08-06,46294.25,8332.97,54627.22,MERCHANT_007,True,none,1.0
INV_0494,2026-08-16,79353.33,14283.6,93636.93,MERCHANT_006,True,none,1.0
INV_0495,2026-08-08,73485.45,13227.38,86712.83,MERCHANT_008,True,none,1.0
INV_0496,2026-08-15,15162.37,2729.23,17891.6,MERCHANT_005,True,none,1.0
INV_0497,2026-08-13,36560.64,6580.92,43141.56,MERCHANT_010,True,timing_difference,0.9
INV_0498,2026-08-11,45908.54,8263.54,54172.08,MERCHANT_010,True,none,1.0
INV_0499,2026-08-10,35463.19,6383.37,41846.56,MERCHANT_004,True,none,1.0
INV_0500,2026-08-11,21875.54,3937.6,25813.14,MERCHANT_007,True,timing_difference,0.9
